objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Dominion: Renesans","257673","0","0","0","1","0","0","0","0","0","0","0","3","","135","","","","123183622","6.56652","8.29554","2.5714","0","5519","thing","Dominion: Renaissance","2","4","30","30","30","2024","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","IUVI Games","Polish","2024","Polish edition"
"Dominion: Róg Obfitości","90850","0","0","0","1","0","0","0","0","0","0","0","3","","55","","","","65985872","7.06699","7.67318","2.3934","0","15186","thing","Dominion: Cornucopia","2","4","30","30","30","2011","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Bard Centrum Gier","Polish","2011","Bard Centrum Polish Edition"
"Dominion: Sauna / Przerębel promo","209431","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","65851179","5.83249","7.66302","2.2857","0","2684","thing","Dominion: Sauna / Avanto Promo Card","2","4","30","30","30","2016","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2016","Polish edition"
"Dominion: W głąb lądu (II edycja)","365432","0","0","0","1","0","0","0","0","0","0","0","3","","111","","","","123183608","5.6899","8.36118","2.2857","0","756","thing","Dominion: Hinterlands (Second Edition)","2","4","30","30","30","2024","2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","IUVI Games","Polish","2024","Polish edition"
"Dominion: Zdobycze","369536","0","0","0","1","0","0","0","0","0","0","0","3","","148","","","","105039593","5.9619","8.42351","2.5","0","2119","thing","Dominion: Plunder","2","4","30","30","30","2023","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","IUVI Games","Polish","2023","Polish edition"
"Dominion: Złoty Wiek","66690","9","0","0","1","0","0","0","0","0","0","0","3","","82","","","","61761363","7.84113","8.22701","2.4749","0","33971","thing","Dominion: Prosperity","2","4","30","30","30","2016","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2016","Polish edition"
"Dorfromantik: Gra planszowa","370591","0","0","0","1","0","0","0","0","0","0","0","3","","140","","","","125218295","7.09711","7.63471","1.6483","377","17500","thing","Dorfromantik: The Board Game","1","6","60","60","30","2023","1,2,3","1,2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","IUVI Games; Pegasus Spiele","Polish","2023","Polish edition"
"Dragomino","300010","0","0","0","1","0","0","0","0","0","0","0","3","","65","","","","125104486","6.30837","7.05997","1.0723","1717","6040","thing","Dragomino","2","4","15","15","15","2021","2,3,4","3,4","4–12","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Blue Orange (EU); FoxGames","Polish","2021","Polish edition"
"Dune","283355","0","0","0","1","0","0","0","0","0","0","0","3","","120","","","","87396751","7.35437","7.93608","3.9904","197","20446","thing","Dune","2","6","180","180","120","2020","5,6","6","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Gale Force Nine, LLC","Polish","2020","Polish edition"
"Dwergar","291874","0","0","0","1","0","0","0","0","0","0","0","3","","99","","","","81163690","5.73364","7.08892","3.0526","5347","1039","thing","Dwergar","2","4","120","120","60","2020","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","English; Polish","2020","English/Polish edition"
"Dziennik 29: Interaktywna gra książkowa","253399","8","0","0","1","0","0","0","0","0","0","0","3","","16","","","","75225586","5.80365","6.91083","2.75","4464","1312","thing","Journal 29: Interactive Book Game","1","10","120","120","120","2019","1,2","1,2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Dziennik: Wyprawa 1907 – Zakazane kopalnie","295605","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","75225597","5.51191","6.62333","3","20124","166","thing","Trip 1907: Forbidden Mine","1","1","120","120","120","2021","1","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2021","Polish edition"
"Ekö","177197","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","84466044","5.90922","6.77736","2.6111","3597","2000","thing","Ekö","2","4","60","60","30","2017","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames; Sit Down!","Polish","2017","Polish edition"
"Elementum","238136","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","80110048","5.55037","6.59102","2","12307","276","thing","Elementum","1","4","30","30","10","2018","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Quantum Games (II)","Polish","2018","Polish edition"
"Elizjum","163968","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","44745860","6.87683","7.19186","2.7737","627","13906","thing","Elysium","2","4","60","60","60","2015","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2015","Polish edition"
"Esy Floresy","257614","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","83829052","6.46236","6.92597","1.1377","1333","11391","thing","Tussie Mussie","2","4","30","30","20","2020","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games","Polish","2020","Polish edition"
"Everdell","199792","8","0","0","1","0","0","0","0","0","0","0","3","","114","","","","74259585","7.83251","8.01062","2.8237","38","90661","thing","Everdell","1","4","80","80","40","2020","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Everdell: Legendy","297972","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","75225575","6.23971","7.99468","2.5385","0","3926","thing","Everdell: Legends","1","4","80","80","40","2020","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Everdell: Święto Lata","289057","0","0","0","1","0","0","0","0","0","0","0","3","","105","","","","86266942","7.14394","8.03171","2.7097","0","18716","thing","Everdell: Bellfaire","1","6","120","120","40","2020","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.; Starling Games (II)","Polish","2020","Polish edition"
"Everdell: Więcej! Więcej!","297973","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","75225569","6.23254","7.9586","2.6364","0","3934","thing","Everdell: Extra! Extra!","1","4","80","80","40","2020","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Everdell: Zimowy szczyt (edycja kolekcjonerska)","319419","0","0","0","1","0","0","0","0","0","0","0","3","","158","","","","98175622","6.38876","8.40331","3.0476","0","4797","thing","Everdell: Spirecrest – Collector's Edition","1","4","100","100","40","2020","1,2,3,4","3,4","","","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.; Starling Games (II)","Polish","2020","Polish edition"
"Ewolucja","155703","7","0","0","1","0","0","0","0","0","0","0","3","","69","","","","72448927","6.81452","7.02915","2.427","702","24118","thing","Evolution","2","6","60","60","60","2017","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2017","Polish edition"
"EXIT: Gra Tajemnic – Tajemnicze muzeum","244918","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82555459","6.38579","7.1054","2.0976","1509","5139","thing","Exit: The Game – The Mysterious Museum","1","4","90","90","45","2020","1,2,3","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2020","Polish edition"
"EXIT: Gra Tajemnic – Złowieszcza posiadłość","226520","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82556292","6.4665","7.24488","2.4615","1322","5493","thing","Exit: The Game – The Sinister Mansion","1","4","90","90","45","2020","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2020","Polish edition"
"EXIT: Grobowiec Faraona","203416","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82556306","6.74636","7.14232","2.7647","799","12210","thing","Exit: The Game – The Pharaoh's Tomb","1","6","90","90","45","2017","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Galakta","Polish","2017","Polish edition"
"EXIT: Tajemnicze laboratorium","203417","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82555933","6.68906","7.05193","2.5349","891","12215","thing","Exit: The Game – The Secret Lab","1","6","150","150","45","2017","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Galakta","Polish","2017","Polish edition"
"Fallout Shelter: Gra planszowa","293889","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","100040048","6.54406","7.23102","2.0316","1148","7336","thing","Fallout Shelter: The Board Game","2","4","90","90","60","2020","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Fasolki","11","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","55913982","6.95152","7.06804","1.668","528","76406","thing","Bohnanza","2","7","45","45","45","2017","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO; G3","Polish","2017","Polish edition 2017"
"Fasolki: Rozszerzenie","111734","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","55913992","5.59075","6.58991","1.6667","0","596","thing","Fasolki: Rozszerzenie","2","7","60","60","60","2010","3,4,5,6,7","3,4,5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2010","Polish edition"
"Fiesta de los Muertos","285253","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","105884437","6.11058","7.01219","1.0833","2459","3123","thing","Fiesta de los Muertos","4","8","15","15","15","2021","4,5,6,7,8","6,7,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Granna","Polish","2021","Polish edition"
"Forum Trajanum","244049","0","0","0","1","0","0","0","0","0","0","0","3","","60","","","","65850939","6.47906","7.2029","3.4677","1283","5460","thing","Forum Trajanum","2","4","120","120","60","2018","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish edition"
"Freedom!","177096","0","0","0","1","0","0","0","0","0","0","0","3","","99","","","","121018099","5.72882","7.6656","2.8333","5423","775","thing","Freedom!","2","2","120","120","90","2023","1,2","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2023","Polish edition"
"Ganges","220877","0","0","0","1","0","0","0","0","0","0","0","3","","79","","","","69920807","7.42171","7.72862","2.8985","157","19800","thing","Rajas of the Ganges","2","4","75","75","45","2018","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2018","Polish edition"
"Gejsze","158600","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","48287851","7.23904","7.46984","1.6791","264","32049","thing","Hanamikoji","2","2","15","15","15","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2017","Polish edition, first printing"
"Genua","1345","0","0","0","1","0","0","0","0","0","0","0","3","","45","","","","69649105","6.61962","7.05342","3.0726","1008","7912","thing","Genoa","2","5","120","120","60","2009","3,4,5","5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lacerta","Polish","2009","Polish edition"
"Glen More II: Chronicles","265188","0","0","0","1","0","0","0","0","0","0","0","3","","198","","","","93417096","7.38082","7.88549","3.0097","187","14197","thing","Glen More II: Chronicles","2","4","120","120","90","2019","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funtails","English; German","2019","English/German edition"
"Gloomhaven: Szczęki Lwa","291457","0","0","0","1","0","0","0","0","0","0","0","3","","243","","","","87357624","8.14059","8.40839","3.6413","11","79942","thing","Gloomhaven: Jaws of the Lion","1","4","120","120","30","2021","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Albi Polska; Cephalofair Games","Polish","2021","Polish edition"
"Gra o Tron: Gra karciana (druga edycja)","169255","0","0","0","1","0","0","0","0","0","0","0","3","","56","","","","60224190","6.80133","7.49562","3.5294","718","9723","thing","A Game of Thrones: The Card Game (Second Edition)","2","4","120","120","60","2015","2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Galakta","Polish","2015","Polish edition"
"Gra o Tron: Gra karciana (druga edycja) – Wilki Północy","189169","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","60224208","5.67358","7.90604","3.5","0","1461","thing","A Game of Thrones: The Card Game (Second Edition) – Wolves of the North","2","4","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Galakta","Polish","2016","Polish edition"
"La Granja","146886","0","0","0","1","0","0","0","0","0","0","0","3","","44","","","","68175125","7.25167","7.60109","3.5704","258","13026","thing","La Granja","1","4","120","120","90","2015","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","G3","Polish","2015","Polish edition"
"Great Western Trail","193738","0","0","0","1","0","0","0","0","0","0","0","3","","115","","","","76957360","8.00941","8.17768","3.6997","17","45787","thing","Great Western Trail","2","4","150","150","75","2017","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","eggertspiele; Lacerta","Polish","2017","Polish edition"
"The Grimm Forest","212402","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","100172118","6.58919","7.07139","1.9338","1062","11937","thing","The Grimm Forest","2","4","60","60","45","2018","3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Druid City Games","English","2018","English edition"
"Gutenberg","339958","0","0","0","1","0","0","0","0","0","0","0","3","","104","","","","100281924","6.43622","7.30498","2.7347","1392","4399","thing","Gutenberg","1","4","120","120","60","2021","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","English; Polish","2021","English/Polish edition"
"Halo wieża","373106","9","0","0","1","0","0","0","0","0","0","0","3","","70","","","","119642321","7.80899","8.18795","2.0563","40","34908","thing","Sky Team","2","2","15","15","15","2024","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games; Scorpion Masqué","Polish","2024","Polish edition"
"Hansa Teutonica","43015","0","0","0","1","0","0","0","0","0","0","0","3","","45","","","","58803767","7.46508","7.73984","3.0945","143","13705","thing","Hansa Teutonica","2","5","90","90","45","2016","3,4,5","5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2016","Polish edition"
"Hej, to moja ryba!","8203","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","76870498","6.57806","6.70002","1.4464","1084","29105","thing","Hey, That's My Fish!","2","4","20","20","20","2019","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Rebel Polish edition"
"Hero Realms","198994","10","0","0","1","0","0","0","0","0","0","0","3","","59","","","","72449243","7.21495","7.51017","1.8495","282","32249","thing","Hero Realms","2","4","20","20","20","2018","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish first edition"
"Hero Realms: Geneza","265272","0","0","0","1","0","0","0","0","0","0","0","3","","18","","","","97921049","5.85811","7.87903","1.8333","0","3668","thing","Hero Realms: Ancestry","1","5","30","30","20","2022","1,2,3","2","8","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Łowcy","265271","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921087","5.75395","7.77073","1.5","0","3025","thing","Hero Realms: Journeys – Hunters","1","5","30","30","20","2022","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Odkrycia","265275","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921083","5.73946","7.77518","1.6667","0","3019","thing","Hero Realms: Journeys – Discovery","1","5","30","30","20","2022","2,3","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Podbój","265274","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921080","5.74059","7.73921","1.5","0","3068","thing","Hero Realms: Journeys – Conquest","1","5","30","30","20","2022","2,3","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Wędrowcy","265273","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921094","5.76414","7.80644","1.6667","0","3082","thing","Hero Realms: Journeys – Travelers","1","5","30","30","20","2022","2,3","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Talia Bossa – Lisz","202102","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","72449260","6.03059","7.65257","2.125","0","6620","thing","Hero Realms: Boss Deck – Lich","2","4","0","0","0","2019","2,3,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Talia Bossa – Smok","202101","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","72449248","6.04408","7.59874","2.125","0","6732","thing","Hero Realms: Boss Deck – The Dragon","2","4","0","0","0","2019","2,3,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zaginiona Osada","265270","0","0","0","1","0","0","0","0","0","0","0","3","","65","","","","97921035","5.95413","7.91271","2.7778","0","4529","thing","Hero Realms: The Lost Village Campaign Deck","1","5","30","30","20","2022","1,2,3,4","2","12","","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Zestaw Bohatera – Czarodziej","202107","9","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449273","6.45857","7.6821","1.9474","0","10087","thing","Hero Realms: Character Pack – Wizard","2","4","20","0","20","2019","2,3,4","2","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Kapłan","202103","8","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449255","6.45325","7.66853","1.8571","0","10102","thing","Hero Realms: Character Pack – Cleric","2","4","20","0","20","2019","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Tropiciel","202105","9","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449282","6.45752","7.69107","1.9444","0","9980","thing","Hero Realms: Character Pack – Ranger","2","4","20","0","20","2019","2,3,4","2","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Wojownik","202104","10","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449277","6.4586","7.70093","1.9","0","10045","thing","Hero Realms: Character Pack – Fighter","2","4","20","0","20","2019","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Złodziej","202106","9","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449285","6.45529","7.70629","1.9048","0","9959","thing","Hero Realms: Character Pack – Thief","2","4","20","0","20","2019","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Heroes of Might & Magic III: The Board Game","355326","0","0","0","1","0","0","0","0","0","0","0","3","","382","","","","104314977","6.25863","7.90716","3.4545","1879","3816","thing","Heroes of Might & Magic III: The Board Game","1","4","120","120","90","2024","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Battlefield Expansion","413367","0","0","0","1","0","0","0","0","0","0","0","3","","43","","","","117075910","5.6105","8.28957","3.5","0","1302","thing","Heroes of Might & Magic III: The Board Game – Battlefield Expansion","2","2","120","120","90","2024","2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Fortress Expansion","412071","0","0","0","1","0","0","0","0","0","0","0","3","","86","","","","117075933","5.61806","8.40798","3","0","1302","thing","Heroes of Might & Magic III: The Board Game – Fortress Expansion","1","4","120","120","90","2024","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Rampart Expansion","412072","0","0","0","1","0","0","0","0","0","0","0","3","","86","","","","117075929","5.62495","8.4364","3","0","1311","thing","Heroes of Might & Magic III: The Board Game – Rampart Expansion","1","4","120","120","90","2024","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Tower Expansion","411654","0","0","0","1","0","0","0","0","0","0","0","3","","129","","","","117075948","5.64114","8.40528","0","0","1389","thing","Heroes of Might & Magic III: The Board Game – Tower Expansion","1","4","120","120","90","2024","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Horrified","282524","0","0","0","1","0","0","0","0","0","0","0","3","","160","","","","93474047","7.32412","7.62488","2.0218","213","35299","thing","Horrified","1","5","60","60","60","2022","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Ravensburger","Polish","2022","Polish edition"
"Horror w Arkham: Ostatnia godzina","285773","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","87985292","5.84856","6.4845","2.2941","4059","4357","thing","Arkham Horror: Final Hour","1","4","60","60","60","2019","1,2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"HUANG","371688","0","0","0","1","0","0","0","0","0","0","0","3","","100","","","","126180106","6.06605","7.99094","2.9697","2653","1638","thing","HUANG","2","4","90","90","90","2024","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2024","Polish edition"
"Imhotep","191862","0","0","0","1","0","0","0","0","0","0","0","3","","75","","","","66345583","6.9161","7.13564","2.0144","570","22471","thing","Imhotep","2","4","40","40","40","2016","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2016","Polish edition"
"Imperial 2030","54138","0","0","0","1","0","0","0","0","0","0","0","3","","70","","","","74128288","7.11503","7.64538","3.505","362","8151","thing","Imperial 2030","2","6","180","180","120","2016","3,4,5,6","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2016","Polish edition"
"Intryganci","32412","0","0","0","1","0","0","0","0","0","0","0","3","","32","","","","66345623","6.16268","6.78488","1.6446","2226","3425","thing","Palastgeflüster","3","5","45","45","45","2015","3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2015","Polish first edition"
"Istambuł","148949","8.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","44745865","7.38305","7.54085","2.5817","184","37472","thing","Istanbul","2","5","60","60","40","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2015","Polish edition"
"Istanbul: Listy & Pieczęcie","192779","0","0","0","1","0","0","0","0","0","0","0","3","","40","","","","72449217","6.41951","7.74985","2.8462","0","6137","thing","Istanbul: Letters & Seals","2","5","60","60","40","2018","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2018","Polish edition"
"Istanbul: Mokka & Bakszysz","172505","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","60107391","6.92611","7.89763","2.75","0","10086","thing","Istanbul: Mocha & Baksheesh","2","5","60","60","40","2016","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2016","Polish edition"
"Jaipur","54043","8","0","0","1","0","0","0","0","0","0","0","3","","33","","","","64086646","7.37015","7.48567","1.4623","194","86589","thing","Jaipur","2","2","30","30","30","2015","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","GameWorks SàRL; Rebel Sp. z o.o.","Polish","2015","Polish first edition, first printing"
"Jak Wściekłe Psy","184522","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","68492111","5.84607","6.23502","1.0645","4079","3449","thing","Dead Last","6","12","60","60","45","2017","6,7,8,9,10,11,12","8,9,10","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2017","Polish edition"
"Jamajka","28023","0","0","0","1","0","0","0","0","0","0","0","3","","56","","","","104114585","6.87937","7.06064","1.6592","623","30467","thing","Jamaica","2","6","60","60","30","2021","3,4,5,6","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2021","Polish edition 2021"
"Jamajka: Załoga","204807","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","107586920","6.36457","7.76213","1.92","0","5779","thing","Jamaica: The Crew","2","6","75","75","30","2022","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2022","Polish edition"
"Jekyll i Hyde","297129","0","0","0","1","0","0","0","0","0","0","0","3","","62","","","","127761328","6.64568","7.21505","1.8487","972","8307","thing","Jekyll vs. Hyde","2","2","30","30","30","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2023","Polish edition"
