objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Dominion: Przystań","51811","10","0","0","1","0","0","0","0","0","0","0","3","","80","","","","59220738","7.66956","8.01622","2.4903","0","34784","thing","Dominion: Seaside","2","4","30","30","30","2016","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2016","Polish edition"
"Dominion: Renesans","257673","0","0","0","1","0","0","0","0","0","0","0","3","","135","","","","123183622","6.56622","8.29386","2.5238","0","5558","thing","Dominion: Renaissance","2","4","30","30","30","2024","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","IUVI Games","Polish","2024","Polish edition"
"Dominion: Róg Obfitości","90850","0","0","0","1","0","0","0","0","0","0","0","3","","55","","","","65985872","7.06336","7.67317","2.3918","0","15201","thing","Dominion: Cornucopia","2","4","30","30","30","2011","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Bard Centrum Gier","Polish","2011","Bard Centrum Polish Edition"
"Dominion: Sauna / Przerębel promo","209431","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","65851179","5.83431","7.67582","2.2857","0","2683","thing","Dominion: Sauna / Avanto Promo Card","2","4","30","30","30","2016","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2016","Polish edition"
"Dominion: W głąb lądu (II edycja)","365432","0","0","0","1","0","0","0","0","0","0","0","3","","111","","","","123183608","5.69519","8.3392","2.1429","0","772","thing","Dominion: Hinterlands (Second Edition)","2","4","30","30","30","2024","2,3,4","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","IUVI Games","Polish","2024","Polish edition"
"Dominion: Zdobycze","369536","0","0","0","1","0","0","0","0","0","0","0","3","","148","","","","105039593","5.96792","8.41941","2.375","0","2160","thing","Dominion: Plunder","2","4","30","30","30","2023","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","IUVI Games","Polish","2023","Polish edition"
"Dominion: Złoty Wiek","66690","9","0","0","1","0","0","0","0","0","0","0","3","","82","","","","61761363","7.83958","8.22688","2.474","0","34029","thing","Dominion: Prosperity","2","4","30","30","30","2016","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Games Factory Publishing","Polish","2016","Polish edition"
"Dorfromantik: Gra planszowa","370591","0","0","0","1","0","0","0","0","0","0","0","3","","140","","","","125218295","7.10811","7.6357","1.6429","370","17823","thing","Dorfromantik: The Board Game","1","6","60","60","30","2023","1,2,3","1,2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","IUVI Games; Pegasus Spiele","Polish","2023","Polish edition"
"Dragomino","300010","0","0","0","1","0","0","0","0","0","0","0","3","","65","","","","125104486","6.31335","7.06167","1.0714","1706","6125","thing","Dragomino","2","4","15","15","15","2021","2,3,4","3,4","4–12","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Blue Orange (EU); FoxGames","Polish","2021","Polish edition"
"Dune","283355","0","0","0","1","0","0","0","0","0","0","0","3","","120","","","","87396751","7.35271","7.93209","3.9904","199","20542","thing","Dune","2","6","180","180","120","2020","5,6","6","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Gale Force Nine, LLC","Polish","2020","Polish edition"
"Dwergar","291874","0","0","0","1","0","0","0","0","0","0","0","3","","99","","","","81163690","5.73457","7.09012","3.0526","5346","1049","thing","Dwergar","2","4","120","120","60","2020","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","English; Polish","2020","English/Polish edition"
"Dziennik 29: Interaktywna gra książkowa","253399","8","0","0","1","0","0","0","0","0","0","0","3","","16","","","","75225586","5.80053","6.91246","2.75","4501","1313","thing","Journal 29: Interactive Book Game","1","10","120","120","120","2019","1,2","1,2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Dziennik: Wyprawa 1907 – Zakazane kopalnie","295605","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","75225597","5.51063","6.62333","3","20548","167","thing","Trip 1907: Forbidden Mine","1","1","120","120","120","2021","1","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2021","Polish edition"
"Ekö","177197","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","84466044","5.90519","6.76906","2.6111","3627","2005","thing","Ekö","2","4","60","60","30","2017","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames; Sit Down!","Polish","2017","Polish edition"
"Elementum","238136","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","80110048","5.5504","6.59042","2","12327","280","thing","Elementum","1","4","30","30","10","2018","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Quantum Games (II)","Polish","2018","Polish edition"
"Elizjum","163968","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","44745860","6.8748","7.1912","2.7749","631","13925","thing","Elysium","2","4","60","60","60","2015","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2015","Polish edition"
"Esy Floresy","257614","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","83829052","6.45911","6.92356","1.1377","1345","11470","thing","Tussie Mussie","2","4","30","30","20","2020","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games","Polish","2020","Polish edition"
"Everdell","199792","8","0","0","1","0","0","0","0","0","0","0","3","","114","","","","74259585","7.83249","8.00917","2.8243","38","91472","thing","Everdell","1","4","80","80","40","2020","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Everdell: Legendy","297972","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","75225575","6.24095","7.9929","2.5385","0","3940","thing","Everdell: Legends","1","4","80","80","40","2020","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Everdell: Święto Lata","289057","0","0","0","1","0","0","0","0","0","0","0","3","","105","","","","86266942","7.1462","8.03017","2.7097","0","18848","thing","Everdell: Bellfaire","1","6","120","120","40","2020","1,2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.; Starling Games (II)","Polish","2020","Polish edition"
"Everdell: Więcej! Więcej!","297973","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","75225569","6.22963","7.95329","2.6364","0","3953","thing","Everdell: Extra! Extra!","1","4","80","80","40","2020","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Everdell: Zimowy szczyt (edycja kolekcjonerska)","319419","0","0","0","1","0","0","0","0","0","0","0","3","","158","","","","98175622","6.38897","8.39876","3.0476","0","4825","thing","Everdell: Spirecrest – Collector's Edition","1","4","100","100","40","2020","1,2,3,4","3,4","","","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.; Starling Games (II)","Polish","2020","Polish edition"
"Ewolucja","155703","7","0","0","1","0","0","0","0","0","0","0","3","","69","","","","72448927","6.81238","7.02667","2.4281","702","24167","thing","Evolution","2","6","60","60","60","2017","2,3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2017","Polish edition"
"EXIT: Gra Tajemnic – Tajemnicze muzeum","244918","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82555459","6.38308","7.10319","2.0976","1520","5161","thing","Exit: The Game – The Mysterious Museum","1","4","90","90","45","2020","1,2,3","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2020","Polish edition"
"EXIT: Gra Tajemnic – Złowieszcza posiadłość","226520","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82556292","6.46458","7.24273","2.4615","1328","5527","thing","Exit: The Game – The Sinister Mansion","1","4","90","90","45","2020","1,2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2020","Polish edition"
"EXIT: Grobowiec Faraona","203416","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82556306","6.7434","7.14162","2.7558","805","12225","thing","Exit: The Game – The Pharaoh's Tomb","1","6","90","90","45","2017","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Galakta","Polish","2017","Polish edition"
"EXIT: Tajemnicze laboratorium","203417","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","82555933","6.6859","7.05076","2.5287","896","12244","thing","Exit: The Game – The Secret Lab","1","6","150","150","45","2017","1,2,3,4","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Galakta","Polish","2017","Polish edition"
"Fallout Shelter: Gra planszowa","293889","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","100040048","6.54627","7.23726","2.0309","1144","7379","thing","Fallout Shelter: The Board Game","2","4","90","90","60","2020","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2020","Polish edition"
"Fasolki","11","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","55913982","6.95254","7.06912","1.6678","532","76718","thing","Bohnanza","2","7","45","45","45","2017","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO; G3","Polish","2017","Polish edition 2017"
"Fasolki: Rozszerzenie","111734","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","55913992","5.58769","6.58734","1.6667","0","598","thing","Fasolki: Rozszerzenie","2","7","60","60","60","2010","3,4,5,6,7","3,4,5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2010","Polish edition"
"Fiesta de los Muertos","285253","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","105884437","6.107","7.00745","1.0833","2486","3144","thing","Fiesta de los Muertos","4","8","15","15","15","2021","4,5,6,7,8","6,7,8","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Granna","Polish","2021","Polish edition"
"Forum Trajanum","244049","0","0","0","1","0","0","0","0","0","0","0","3","","60","","","","65850939","6.47682","7.2026","3.4758","1286","5474","thing","Forum Trajanum","2","4","120","120","60","2018","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish edition"
"Freedom!","177096","0","0","0","1","0","0","0","0","0","0","0","3","","99","","","","121018099","5.72906","7.64539","2.8333","5431","781","thing","Freedom!","2","2","120","120","90","2023","1,2","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2023","Polish edition"
"Ganges","220877","0","0","0","1","0","0","0","0","0","0","0","3","","79","","","","69920807","7.42137","7.72833","2.9009","158","19887","thing","Rajas of the Ganges","2","4","75","75","45","2018","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2018","Polish edition"
"Gejsze","158600","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","48287851","7.23818","7.46877","1.679","265","32244","thing","Hanamikoji","2","2","15","15","15","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2017","Polish edition, first printing"
"Gejsze 2: Herbaciarnie","322339","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128712015","5.73272","6.90684","2.2143","5374","1894","thing","Hanamikoji: Geisha's Road","2","2","30","30","20","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2023","Polish edition"
"Genua","1345","0","0","0","1","0","0","0","0","0","0","0","3","","45","","","","69649105","6.61679","7.05241","3.0726","1010","7939","thing","Genoa","2","5","120","120","60","2009","3,4,5","5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lacerta","Polish","2009","Polish edition"
"Glen More II: Chronicles","265188","0","0","0","1","0","0","0","0","0","0","0","3","","198","","","","93417096","7.37876","7.88501","3.0097","187","14253","thing","Glen More II: Chronicles","2","4","120","120","90","2019","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funtails","English; German","2019","English/German edition"
"Gloomhaven: Szczęki Lwa","291457","0","0","0","1","0","0","0","0","0","0","0","3","","243","","","","87357624","8.138","8.40541","3.6399","11","80444","thing","Gloomhaven: Jaws of the Lion","1","4","120","120","30","2021","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Albi Polska; Cephalofair Games","Polish","2021","Polish edition"
"Gra o Tron: Gra karciana (druga edycja)","169255","0","0","0","1","0","0","0","0","0","0","0","3","","56","","","","60224190","6.79997","7.49517","3.5294","719","9740","thing","A Game of Thrones: The Card Game (Second Edition)","2","4","120","120","60","2015","2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Galakta","Polish","2015","Polish edition"
"Gra o Tron: Gra karciana (druga edycja) – Wilki Północy","189169","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","60224208","5.67223","7.90604","3.5","0","1463","thing","A Game of Thrones: The Card Game (Second Edition) – Wolves of the North","2","4","120","120","60","2016","","","","","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Galakta","Polish","2016","Polish edition"
"La Granja","146886","0","0","0","1","0","0","0","0","0","0","0","3","","44","","","","68175125","7.25004","7.60114","3.5691","259","13026","thing","La Granja","1","4","120","120","90","2015","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","G3","Polish","2015","Polish edition"
"Great Western Trail","193738","0","0","0","1","0","0","0","0","0","0","0","3","","115","","","","76957360","8.00657","8.17551","3.6996","17","45837","thing","Great Western Trail","2","4","150","150","75","2017","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","eggertspiele; Lacerta","Polish","2017","Polish edition"
"The Grimm Forest","212402","0","0","0","1","0","0","0","0","0","0","0","3","","50","","","","100172118","6.58777","7.07257","1.9281","1067","11970","thing","The Grimm Forest","2","4","60","60","45","2018","3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Druid City Games","English","2018","English edition"
"Gutenberg","339958","0","0","0","1","0","0","0","0","0","0","0","3","","104","","","","100281924","6.43412","7.30256","2.7347","1394","4419","thing","Gutenberg","1","4","120","120","60","2021","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","English; Polish","2021","English/Polish edition"
"Halo wieża","373106","9","0","0","1","0","0","0","0","0","0","0","3","","70","","","","119642321","7.81959","8.17994","2.0561","40","36577","thing","Sky Team","2","2","15","15","15","2024","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games; Scorpion Masqué","Polish","2024","Polish edition"
"Hansa Teutonica","43015","0","0","0","1","0","0","0","0","0","0","0","3","","45","","","","58803767","7.46529","7.74056","3.0943","143","13746","thing","Hansa Teutonica","2","5","90","90","45","2016","3,4,5","5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2016","Polish edition"
"Hej, to moja ryba!","8203","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","76870498","6.57757","6.70078","1.4468","1083","29170","thing","Hey, That's My Fish!","2","4","20","20","20","2019","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Rebel Polish edition"
"Hero Realms","198994","10","0","0","1","0","0","0","0","0","0","0","3","","59","","","","72449243","7.214","7.5085","1.8519","280","32404","thing","Hero Realms","2","4","20","20","20","2018","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Games Factory","Polish","2018","Polish first edition"
"Hero Realms: Geneza","265272","0","0","0","1","0","0","0","0","0","0","0","3","","18","","","","97921049","5.85595","7.86514","1.8333","0","3695","thing","Hero Realms: Ancestry","1","5","30","30","20","2022","1,2,3","2","8","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Łowcy","265271","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921087","5.75091","7.75554","1.5","0","3039","thing","Hero Realms: Journeys – Hunters","1","5","30","30","20","2022","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Odkrycia","265275","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921083","5.73629","7.7573","1.6667","0","3034","thing","Hero Realms: Journeys – Discovery","1","5","30","30","20","2022","2,3","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Podbój","265274","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921080","5.73742","7.72181","1.5","0","3084","thing","Hero Realms: Journeys – Conquest","1","5","30","30","20","2022","2,3","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Podróże – Wędrowcy","265273","0","0","0","1","0","0","0","0","0","0","0","3","","12","","","","97921094","5.76103","7.79142","1.6667","0","3098","thing","Hero Realms: Journeys – Travelers","1","5","30","30","20","2022","2,3","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Talia Bossa – Lisz","202102","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","72449260","6.02831","7.64635","2.125","0","6645","thing","Hero Realms: Boss Deck – Lich","2","4","0","0","0","2019","2,3,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Talia Bossa – Smok","202101","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","72449248","6.04072","7.59614","2.125","0","6760","thing","Hero Realms: Boss Deck – The Dragon","2","4","0","0","0","2019","2,3,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zaginiona Osada","265270","0","0","0","1","0","0","0","0","0","0","0","3","","65","","","","97921035","5.95837","7.89996","2.8","0","4557","thing","Hero Realms: The Lost Village Campaign Deck","1","5","30","30","20","2022","1,2,3,4","2","12","","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2022","Polish edition"
"Hero Realms: Zestaw Bohatera – Czarodziej","202107","9","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449273","6.45322","7.67703","1.9474","0","10119","thing","Hero Realms: Character Pack – Wizard","2","4","20","0","20","2019","2,3,4","2","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Kapłan","202103","8","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449255","6.44806","7.66374","1.8571","0","10134","thing","Hero Realms: Character Pack – Cleric","2","4","20","0","20","2019","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Tropiciel","202105","9","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449282","6.45137","7.68574","1.9444","0","10008","thing","Hero Realms: Character Pack – Ranger","2","4","20","0","20","2019","2,3,4","2","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Wojownik","202104","10","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449277","6.45308","7.69669","1.9","0","10078","thing","Hero Realms: Character Pack – Fighter","2","4","20","0","20","2019","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Hero Realms: Zestaw Bohatera – Złodziej","202106","9","0","0","1","0","0","0","0","0","0","0","3","","12","","","","72449285","6.45019","7.70049","1.9048","0","9989","thing","Hero Realms: Character Pack – Thief","2","4","20","0","20","2019","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","IUVI Games; Wise Wizard Games","Polish","2019","Polish edition"
"Heroes of Might & Magic III: The Board Game","355326","0","0","0","1","0","0","0","0","0","0","0","3","","382","","","","104314977","6.2673","7.88328","3.4615","1846","3875","thing","Heroes of Might & Magic III: The Board Game","1","4","120","120","90","2024","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Battlefield Expansion","413367","0","0","0","1","0","0","0","0","0","0","0","3","","43","","","","117075910","5.61391","8.27983","3.5","0","1324","thing","Heroes of Might & Magic III: The Board Game – Battlefield Expansion","2","2","120","120","90","2024","2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Fortress Expansion","412071","0","0","0","1","0","0","0","0","0","0","0","3","","86","","","","117075933","5.62139","8.39472","3","0","1323","thing","Heroes of Might & Magic III: The Board Game – Fortress Expansion","1","4","120","120","90","2024","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Rampart Expansion","412072","0","0","0","1","0","0","0","0","0","0","0","3","","86","","","","117075929","5.62712","8.42617","3","0","1331","thing","Heroes of Might & Magic III: The Board Game – Rampart Expansion","1","4","120","120","90","2024","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Heroes of Might & Magic III: The Board Game – Tower Expansion","411654","0","0","0","1","0","0","0","0","0","0","0","3","","129","","","","117075948","5.64363","8.35748","0","0","1413","thing","Heroes of Might & Magic III: The Board Game – Tower Expansion","1","4","120","120","90","2024","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Horrified","282524","0","0","0","1","0","0","0","0","0","0","0","3","","160","","","","93474047","7.32152","7.62102","2.0217","215","35505","thing","Horrified","1","5","60","60","60","2022","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Ravensburger","Polish","2022","Polish edition"
"Horror w Arkham: Ostatnia godzina","285773","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","87985292","5.8501","6.48458","2.2941","4043","4372","thing","Arkham Horror: Final Hour","1","4","60","60","60","2019","1,2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"HUANG","371688","0","0","0","1","0","0","0","0","0","0","0","3","","100","","","","126180106","6.08908","7.99783","3","2558","1702","thing","HUANG","2","4","90","90","90","2024","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2024","Polish edition"
"Imhotep","191862","0","0","0","1","0","0","0","0","0","0","0","3","","75","","","","66345583","6.91462","7.13514","2.0144","575","22517","thing","Imhotep","2","4","40","40","40","2016","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Galakta; KOSMOS","Polish","2016","Polish edition"
"Imperial 2030","54138","0","0","0","1","0","0","0","0","0","0","0","3","","70","","","","74128288","7.11395","7.64548","3.5086","362","8153","thing","Imperial 2030","2","6","180","180","120","2016","3,4,5,6","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Egmont Polska","Polish","2016","Polish edition"
"Intryganci","32412","0","0","0","1","0","0","0","0","0","0","0","3","","32","","","","66345623","6.16051","6.78621","1.6446","2245","3427","thing","Palastgeflüster","3","5","45","45","45","2015","3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2015","Polish first edition"
"Istambuł","148949","8.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","44745865","7.38303","7.54159","2.5806","182","37533","thing","Istanbul","2","5","60","60","40","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2015","Polish edition"
"Istanbul: Listy & Pieczęcie","192779","0","0","0","1","0","0","0","0","0","0","0","3","","40","","","","72449217","6.41604","7.74776","2.8462","0","6153","thing","Istanbul: Letters & Seals","2","5","60","60","40","2018","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2018","Polish edition"
"Istanbul: Mokka & Bakszysz","172505","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","60107391","6.92133","7.89688","2.75","0","10099","thing","Istanbul: Mocha & Baksheesh","2","5","60","60","40","2016","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2016","Polish edition"
"Jaipur","54043","8","0","0","1","0","0","0","0","0","0","0","3","","33","","","","64086646","7.36898","7.48494","1.464","196","87019","thing","Jaipur","2","2","30","30","30","2015","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","GameWorks SàRL; Rebel Sp. z o.o.","Polish","2015","Polish first edition, first printing"
"Jak Wściekłe Psy","184522","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","68492111","5.84671","6.23593","1.0645","4077","3460","thing","Dead Last","6","12","60","60","45","2017","6,7,8,9,10,11,12","8,9,10","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2017","Polish edition"
"Jamajka","28023","0","0","0","1","0","0","0","0","0","0","0","3","","56","","","","104114585","6.87938","7.06133","1.6588","623","30595","thing","Jamaica","2","6","60","60","30","2021","3,4,5,6","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2021","Polish edition 2021"
